username,category,engagement_rate,alignment_genZ
may_cate,beauty,0.048,1
xthuyle,beauty,0.021,0
mzbiancarenee,beauty,0.018,0
dds_beautyy,beauty,0.041,0
pureestrogen,beauty,0.063,1
follettarosa,beauty,0.058,1
evetteesantoss,beauty,0.064,0
lanasummer,beauty,0.039,1
bareminerals,beauty,0.028,0
osservatricescaltra,beauty,0.029,0
vanessabratschi,beauty,0.051,1
carlyxhair,beauty,0.049,0
canalfermarttinez,beauty,0.061,0
francesca.anastasiofficial,beauty,0.043,1
dayelasoul,beauty,0.032,1
suthernshelpn,beauty,0.029,1
kristina_micic,beauty,0.027,0
lulu_lu.v,beauty,0.026,0
redgirlwithcurves,beauty,0.06,0
breckhouse,beauty,0.011,0
verywoon,beauty,0.039,1
prestpoutbeauty,beauty,0.148,0
macblogster,beauty,0.059,1
superashley127,beauty,0.013,1
zyndl_lala,beauty,0.016,0
tulipheels95,beauty,0.033,0
kristenxleanne,beauty,0.048,1
amongdae,beauty,0.011,0
alpha.makeup,beauty,0.055,0
reubendemaid,beauty,0.037,1
makeup_art_style,beauty,0.021,0
dirty_closet,beauty,0.047,0
paigelove21,beauty,0.044,1
_wildfern,beauty,0.023,0
xoxorajshel,beauty,0.067,0
iambebemichelle,beauty,0.011,1
storyaboutlaura,beauty,0.048,0
thenotice,beauty,0.044,0
solesolid,beauty,0.018,0
sarocha_b,beauty,0.043,0
dvastyles,beauty,0.063,1
nadshadaemua,beauty,0.042,1
racheldonnelly11,beauty,0.059,1
hairmagnifique,beauty,0.036,0
thedublinmakeupacademy,beauty,0.024,0
guneetmakeup,beauty,0.127,0
tallykat3,beauty,0.059,0
adrianystefanyc,beauty,0.065,0
lugardoscachos,beauty,0.059,0
curlyjojo__,beauty,0.02,0
billyalex_,beauty,0.038,1
foreverliss,beauty,0.065,0
chloewolchock,beauty,0.042,1
tamah_krinsky,beauty,0.058,0
frizzydesi,beauty,0.023,0
euingridroberta,beauty,0.066,1
brookebarrows,beauty,0.054,0
denisasimam,beauty,0.065,0
shaneeseracquel,beauty,0.022,0
kankeydoo,beauty,0.039,1
bablonia,beauty,0.063,1
makeup_randy,beauty,0.041,1
wendyalcala,beauty,0.038,1
aimee.conroy,beauty,0.016,1
eucarinasoares,beauty,0.014,0
cgwebuofficial,beauty,0.025,1
theeislandboi,beauty,0.057,0
bambivstheworld,beauty,0.032,0
pericobubbles,beauty,0.057,0
sarah.feingold,beauty,0.092,1
legendvrry,beauty,0.035,1
sizzsarz,beauty,0.068,1
plittlelawyer,beauty,0.053,1
fancyfacesbylala,beauty,0.127,0
voirbelle,beauty,0.01,0
bbyedith,beauty,0.016,1
wowelanahair,beauty,0.036,0
carolinebarnesmakeup,beauty,0.038,1
festivalredhead,beauty,0.042,1
ronjamelanie,beauty,0.032,1
crtnygrdnr,beauty,0.032,1
makeupbyrenren,beauty,0.046,1
blessingiraldo,beauty,0.038,1
vananaa_,beauty,0.025,1
lynnfergusonn,beauty,0.011,0
jacobhkhan,beauty,0.018,1
denizgoksen,beauty,0.046,0
sadaf_beauty,beauty,0.129,0
black_bunny_,beauty,0.052,0
beauty_informer,beauty,0.062,0
denialismcosplay,beauty,0.029,0
itsjustfatimah,beauty,0.027,0
bbpaws,beauty,0.01,1
eujublack,beauty,0.03,1
jasminfoxe,beauty,0.012,1
beautywithsonia_,beauty,0.128,0
turtlelovesbeauty,beauty,0.017,1
nickitaylor,beauty,0.051,1
donialuvsu,beauty,0.046,1
hailey.rayann,beauty,0.068,1
winterskinmakeup,beauty,0.02,1
lilith_whitic,beauty,0.066,1
rawwintuition,beauty,0.022,0
curly.pearls,beauty,0.067,1
victoriachicx,beauty,0.068,1
elenasmakeup,beauty,0.045,1
bloglilapink,beauty,0.063,1
bellafemmecosmeticoss,beauty,0.054,1
elnaz_golrokh,beauty,0.03,0
yarattalla,beauty,0.028,1
discocurls,beauty,0.022,1
dirtybombshells,beauty,0.035,0
tommxso,beauty,0.012,1
bigapplebeauty,beauty,0.012,0
54artistry,beauty,0.037,0
karlymarquesretratos,beauty,0.029,0
makeupforbreakfast_,beauty,0.04,0
blogmakesecia,beauty,0.021,1
smashbravo,beauty,0.065,0
therealmrskelley,beauty,0.035,1
makeupbycurls,beauty,0.039,0
ladyshulammite016,beauty,0.048,0
theurbanbeauty,beauty,0.048,0
allureandmore,beauty,0.017,1
sophiarosax,beauty,0.031,1
naturallycurly,beauty,0.048,0
veliabeaute,beauty,0.066,1
saoirse12345,beauty,0.147,1
kidkerrigan,beauty,0.052,0
shelbygraces,beauty,0.079,1
digitalzarda,beauty,0.063,1
elletrowbridge,beauty,0.022,0
stareoness,beauty,0.022,0
sterlingthestylist,beauty,0.042,0
haleyraecannell,beauty,0.055,1
wcpunk4,beauty,0.044,1
puro.chantaje,beauty,0.043,1
gabrielzamora,beauty,0.067,1
nicolecourchee,beauty,0.022,1
symphanisoto,beauty,0.033,0
adrianaspink,beauty,0.025,1
erika_prihodova_artist,beauty,0.05,1
berryuca,beauty,0.042,1
shqipeluxury,beauty,0.055,0
gemkwatts,beauty,0.028,0
jedan711,beauty,0.026,0
vickyalvarez,beauty,0.058,0
sportfxcosmetics,beauty,0.041,1
facepudding,beauty,0.064,0
therealblasian,beauty,0.025,0
nestasebeauty,beauty,0.094,1
jenniferbroders,beauty,0.062,0
cristinapilo,beauty,0.01,0
thehennaali,beauty,0.02,1
modelelizajayne,beauty,0.031,1
ashbeautyx,beauty,0.013,1
mandycrenshaw,beauty,0.062,1
anavictorinotv,beauty,0.017,0
worldofzach,beauty,0.055,0
morganlouise.plus,beauty,0.028,1
slashedbeauty,beauty,0.057,0
stephiecarina,beauty,0.114,1
tinasbeautytips,beauty,0.063,0
leticia.veras,beauty,0.014,1
gleiciduartee,beauty,0.036,1
kamilabravo,beauty,0.082,1
hhasselhoff,beauty,0.051,0
nayru_sg,beauty,0.045,1
taya7588,beauty,0.034,1
thelindsaywoods,beauty,0.113,1
tamitostada,beauty,0.068,1
terminally_unhip,beauty,0.037,0
missjazminad,beauty,0.019,1
jaleesacharisse,beauty,0.01,1
makeupbyjpablo,beauty,0.061,0
asmastudio,beauty,0.07,1
robertjasophotography,beauty,0.04,0
discoveringnatural,beauty,0.053,0
kokobeaute,beauty,0.024,1
fridacashflow,beauty,0.045,1
natalie.odell,beauty,0.032,0
streetfiesapp,beauty,0.033,0
officialkintinue,beauty,0.069,0
yanaproviz,beauty,0.031,1
katixox,beauty,0.027,1
neringa_la,beauty,0.072,1
rapidkicks,beauty,0.054,0
birgittesn,beauty,0.022,1
itzz.manda,beauty,0.136,1
hennadilse,beauty,0.023,1
dirt.naturals,beauty,0.078,1
ventvalentine,beauty,0.013,0
georgiaharbridge,beauty,0.026,0
naturallytash,beauty,0.016,1
abbeysoandso,beauty,0.025,1
makeupnovela,beauty,0.011,0
andrewfitzsimons,beauty,0.049,1
michellemozes,beauty,0.022,0
mattia_joyce,beauty,0.015,1
dental_medium_corp,beauty,0.045,0
culture_hair_products,beauty,0.034,1
ashleylynnn05,beauty,0.042,0
lacindina,beauty,0.069,0
candylion.cos,beauty,0.035,0
artistrybyaarni,beauty,0.037,1
little_mrs_glam,beauty,0.013,0
nickinastasia,beauty,0.067,0
johanka.cunkova,beauty,0.063,0
iminlovewiththe_jojo,beauty,0.068,0
japanesefaces,beauty,0.027,0
divabeautyae,beauty,0.044,1
wendy.warhol,beauty,0.024,0
sarahhawkinson,beauty,0.066,0
mashmeover,beauty,0.022,1
stickybab.y,beauty,0.036,0
falabibiela,beauty,0.063,1
vintageortacky,beauty,0.057,1
realpiinksparkles,beauty,0.086,1
creasednation,beauty,0.109,1
thehairkulture,beauty,0.034,1
xmel_from_hellx,beauty,0.018,1
uma.arya,beauty,0.04,1
ohmymisty,beauty,0.021,1
smartsagittarius,beauty,0.014,0
rachelobeauty,beauty,0.061,0
makeupcloud,beauty,0.047,0
mrs.alyssa.gomez,beauty,0.03,0
only_susie_cosplay,beauty,0.027,0
helenedesmettre_,beauty,0.024,0
sissys_headwrap,beauty,0.052,1
_alussier,beauty,0.021,1
sofisolars,beauty,0.036,1
jam_suicide,beauty,0.051,0
topmodel_chels,beauty,0.036,0
teteclementino,beauty,0.034,0
hashtagpink,beauty,0.067,0
pajuanes,beauty,0.029,1
shawntasway,beauty,0.091,1
themermaidchapters,beauty,0.039,1
marcellarovito,beauty,0.041,1
1liz_vader3,beauty,0.052,1
carahamelie,beauty,0.057,0
niinabellina,beauty,0.026,1
iselinmichelsen,beauty,0.012,0
stylesbyhim,beauty,0.046,0
kalei_lagunero,beauty,0.059,1
giovannachaves,beauty,0.036,0
carlibel,beauty,0.013,1
pekelariley,beauty,0.063,0
naptural85,beauty,0.012,1
arabellachi,beauty,0.01,1
yveeees,beauty,0.023,1
miniinaaz,beauty,0.05,1
lioralapointe,beauty,0.054,0
jaimecharmed,beauty,0.061,0
jordanne_leigh,beauty,0.035,1
keonthebarber,beauty,0.016,0
daniellerae.xo,beauty,0.084,0
caseyybetts,beauty,0.04,0
german_chubby_lover,beauty,0.055,1
areti_manou,beauty,0.031,1
daisyonmars_,beauty,0.022,0
camillasantanas,beauty,0.063,0
yokpheno,beauty,0.035,1
luludeazevedo,beauty,0.034,1
stephanieorosz_,beauty,0.015,0
carolina.meschini,beauty,0.04,1
thesassafras,beauty,0.053,0
youarelikereallypretty,beauty,0.069,0
lllbaylll,beauty,0.041,0
tanja_medic,beauty,0.033,0
calibournelive,beauty,0.044,1
zaena_morisho,beauty,0.046,1
adelina_ilardi_,beauty,0.023,1
magicaldemon,beauty,0.064,0
bambi_showpu,beauty,0.039,1
jaaackjack,beauty,0.034,0
pererauk,beauty,0.042,0
yasminesumman,beauty,0.05,1
evaniwithav,beauty,0.028,1
struckyti,beauty,0.052,0
missemilyrochford,beauty,0.043,0
chrisvillain,beauty,0.063,1
smile_beyou,beauty,0.055,1
mikalakitty,beauty,0.087,0
hannahfridh,beauty,0.023,0
cajsawessberg,beauty,0.049,0
nicolconcilio,beauty,0.036,0
vittoriarimondo,beauty,0.028,0
thatgalrei,beauty,0.048,0
kayleighlander,beauty,0.046,1
leticiafaiber,beauty,0.02,1
kikisaidso,beauty,0.056,1
devine_beauty_by_t,beauty,0.088,1
iszydoesit,beauty,0.062,0
samanthajaneyt,beauty,0.019,1
camillavingaard,beauty,0.046,0
themermaidlifeblog,beauty,0.033,1
saimon_mh,beauty,0.066,1
imnitata,beauty,0.067,1
xandervintage,beauty,0.067,1
yana.orsk,beauty,0.057,0
alyshiajoness,beauty,0.047,0
sadafaras,beauty,0.043,0
sylviagani,beauty,0.052,0
lauraluzofficial,beauty,0.028,1
badxmami,beauty,0.019,0
marivasconi,beauty,0.011,1
priscillaroldan,beauty,0.016,1
mac_daddyy,beauty,0.019,0
poeticdrugs,beauty,0.041,0
leahallyannah,beauty,0.054,1
florenceros.e,beauty,0.067,1
doralysbritto,beauty,0.042,1
kellyeden,beauty,0.033,1
nadine_teilzeit_maedchen,beauty,0.057,1
brighterdarling,beauty,0.034,1
theesperanzamaria,beauty,0.033,0
dasjiaj,beauty,0.021,0
teodora33_,beauty,0.018,0
bodmonzaid,beauty,0.019,0
beautyspotnaomii,beauty,0.097,1
thisislunamusic,beauty,0.015,0
blackrose45,beauty,0.035,1
naturally_candace,beauty,0.109,0
patrickstarrr,beauty,0.14,1
makeupcitypop,beauty,0.058,1
trinaduhra,beauty,0.054,0
tina_yong,beauty,0.028,0
thehairicon,beauty,0.015,1
deedeegracie,beauty,0.037,1
lesliemartinhm,beauty,0.043,1
jessmeuse,beauty,0.048,1
drmarcelferreira,beauty,0.048,1
monikablundermakeup,beauty,0.069,0
rufalia,beauty,0.033,0
ms_heartattack,beauty,0.012,1
smokeydabear___,beauty,0.058,0
dreronayne,beauty,0.012,1
neelamrox,beauty,0.058,1
yvonneschwenke,beauty,0.017,1
truss_eleni,beauty,0.062,0
thebeauparlour,beauty,0.059,1
saratarnanen,beauty,0.023,1
briannaxbeautyx,beauty,0.053,1
beautywithlily,beauty,0.02,1
anatlus89,beauty,0.067,1
alexiscastro_xo,beauty,0.063,1
your_beautymento,beauty,0.037,1
dabin_park_s,beauty,0.013,1
jeanaturner,beauty,0.075,0
makeupdelight,beauty,0.016,1
chantel_hall,beauty,0.048,1
kaseyrayton,beauty,0.049,1
sparrow.rw,beauty,0.057,1
_taylor_bee_,beauty,0.064,0
pretaraujo,beauty,0.026,1
ronnisteuben,beauty,0.061,1
priscila.kbreu,beauty,0.07,1
dennydaily,beauty,0.037,0
chandlerlovelle,beauty,0.065,1
naz_dermann,beauty,0.058,0
laurenlewiss_,beauty,0.022,0
marissamizell,beauty,0.031,1
chiara_tetteroo,beauty,0.059,0
alexislives,beauty,0.022,0
dariacarmen,beauty,0.069,0
flowerbomb31_,beauty,0.02,1
kim_hoehnle_photography,beauty,0.056,1
thelipstickmafiaaa,beauty,0.036,0
yarochenko,beauty,0.128,0
nataliakreuser,beauty,0.029,0
chiaralove5,beauty,0.053,1
paulakalini,beauty,0.067,1
kandeejohnson,beauty,0.041,0
fuchsiaangie,beauty,0.062,0
eleonora_gk,beauty,0.024,1
caminoconallure,beauty,0.049,1
swalina,beauty,0.044,0
saraialma,beauty,0.027,0
fromtheothersideofmirror,beauty,0.03,0
pinkabsinthe,beauty,0.023,0
c_armenh,beauty,0.064,0
kbainc,beauty,0.049,1
yujji.k,beauty,0.065,1
patricia.cori.na,beauty,0.049,0
wellnessbykels,beauty,0.032,0
sokobeauty,beauty,0.053,1
drbrandt,beauty,0.02,0
ssinnim,beauty,0.051,0
rikkipoynter,beauty,0.068,0
confessionsofdoctordream,beauty,0.149,0
jaechristine,beauty,0.026,0
iamreddchick954_,beauty,0.068,1
suyammy_official,beauty,0.025,1
lillaccupcake,beauty,0.027,0
manda31409,beauty,0.059,0
bkelly8801,beauty,0.012,1
thewednesdayedit,beauty,0.057,0
lauracatteeuw,beauty,0.036,1
melissaevansmua,beauty,0.05,0
jessicasantinioficial,beauty,0.024,0
pancake_pow,beauty,0.037,0
laurenlascivious,beauty,0.043,1
brwn.skn,beauty,0.122,0
bl00disthenewblack,beauty,0.026,0
woduwillst.de,beauty,0.039,1
dearmaidy,beauty,0.053,1
kainatkhan100,beauty,0.06,1
blushylized,beauty,0.017,1
dfashionysta,beauty,0.019,0
miskeliunaite,beauty,0.012,0
naianefroio,beauty,0.061,0
ckey_beauty,beauty,0.039,1
victoriadonelda,beauty,0.065,1
utkarsha_kelkar,beauty,0.063,0
preciouslondyn,beauty,0.027,0
charrvictory,beauty,0.052,0
zoekravitz88,beauty,0.128,1
somachhaya,beauty,0.015,1
thuyxluna,beauty,0.034,0
daniellejjackson,beauty,0.055,0
ohnicoleeo,beauty,0.039,1
victoriaradford,beauty,0.024,0
blogcoisasdeana,beauty,0.035,1
officialmiacellini,beauty,0.059,1
ciel8898,beauty,0.039,0
notsofunnyany,beauty,0.022,0
lie_chee,beauty,0.014,1
frksolem,beauty,0.052,0
ellagross,beauty,0.028,0
shamitashettyinglephotography,beauty,0.063,0
vikababskaya,beauty,0.021,1
sarireanna,beauty,0.031,1
sarahstheish,beauty,0.036,0
olivia.cara,beauty,0.058,1
mollymireiborn,beauty,0.037,0
andri__anna,beauty,0.063,1
itslaravalentini,beauty,0.058,0
faewilliams,beauty,0.092,0
thereallat,beauty,0.053,1
sherrese_,beauty,0.065,1
samminormanfit,beauty,0.064,0
zhushfashion,beauty,0.021,0
lydiafixel,beauty,0.037,1
_sallyjo_,beauty,0.024,1
ticiananogueira,beauty,0.039,1
samiasauce,beauty,0.013,1
minhavidaporacaso,beauty,0.017,1
pigss,beauty,0.03,0
syrenaadele,beauty,0.017,0
justjaec,beauty,0.054,0
paulaschaareman,beauty,0.063,1
o_junghwa,beauty,0.065,0
rachhloves,beauty,0.066,0
jelly_1108,beauty,0.122,0
nadiacala,beauty,0.025,1
warmack_est1982,beauty,0.109,0
madamnormajean,beauty,0.034,1
chooseloveart,beauty,0.089,0
sheylabeauty8,beauty,0.036,1
kianaturally,beauty,0.041,0
claurilion,beauty,0.061,1
iiheartbeauty,beauty,0.021,1
_maryglow,beauty,0.079,0
beckiicruel,beauty,0.054,0
helplesswhilstdrying,beauty,0.029,1
xoxokrispin,beauty,0.035,1
san.sett,beauty,0.013,0
andreajayyy_,beauty,0.069,0
curlssodope,beauty,0.02,1
januarymornings,beauty,0.019,1
theweddingdirectory_ng,beauty,0.054,0
black.boys.matter,beauty,0.053,1
superstarfitandbeautytv,beauty,0.026,0
jessicabeatrizcosta,beauty,0.015,1
kirathelight,beauty,0.021,1
thepinkrook,beauty,0.02,1
saidori,beauty,0.052,1
kayy_del,beauty,0.066,0
estefi_varela,beauty,0.035,1
juhhpadilha,beauty,0.026,0
tbhkatelyn,beauty,0.062,0
melzaldumbide,beauty,0.056,1
being_melody,beauty,0.035,1
yomatisse,beauty,0.069,1
breninnobleman,beauty,0.069,1
magdalenska84,beauty,0.029,1
mattxiv,beauty,0.021,1
vi.kazlauskaite,beauty,0.058,1
shadelleg,beauty,0.058,1
greendohdo,beauty,0.057,0
fays._,beauty,0.063,0
jawunahmud,beauty,0.046,0
miajsalisbury,beauty,0.041,0
iredgalaxy,beauty,0.015,1
themonalita,beauty,0.046,0
courtneyxsd,beauty,0.027,1
diannadiamonds15,beauty,0.055,1
carolmanprim,beauty,0.016,1
danielmartin,beauty,0.068,0
donedo,beauty,0.034,1
oneofakind_rican,beauty,0.048,0
rileyelloise,beauty,0.043,1
goldenaster,beauty,0.011,1
mrchrismcmillan,beauty,0.019,1
jescoelhoo,beauty,0.025,1
nancylovemusic,beauty,0.058,1
anoushkaloves,beauty,0.04,1
_hannahweir_,beauty,0.043,1
thejasminemaria,beauty,0.042,1
bretmanrock,beauty,0.104,1
lucieg_djulian,beauty,0.041,0
redlipinkofficial,beauty,0.124,1
kingakuczek,beauty,0.027,1
lvmontgomery,beauty,0.052,0
thebeautyspyglass,beauty,0.048,1
kellllykatherine,beauty,0.063,1
thevivianvanity,beauty,0.036,0
lucie.wink,beauty,0.017,0
kirbibourage,beauty,0.027,0
breanna_lynnn,beauty,0.062,1
sophiefry101,beauty,0.058,1
catherinexblackxmodel,beauty,0.057,0
lydias_sin,beauty,0.052,1
so2star1,beauty,0.062,1
vonye_west,beauty,0.051,0
tcooperbeauty,beauty,0.032,1
lexugarte,beauty,0.054,0
magamakeup,beauty,0.053,1
facesbyren,beauty,0.012,0
wiccac,beauty,0.03,0
angelicabas,beauty,0.05,1
uglyworldwide,beauty,0.027,0
sery_cpz,beauty,0.054,0
nadine_mayerhofer,beauty,0.052,1
vidcg,beauty,0.059,1
so_cal_barbie,beauty,0.036,1
stephweller97,beauty,0.051,1
gigi.castellanos,beauty,0.042,0
porchianiicole,beauty,0.06,1
therealteyanna,beauty,0.126,1
jbone89,beauty,0.049,0
catherineb92,beauty,0.028,1
braidsbyjewelz,beauty,0.03,1
beautycolor3,beauty,0.022,1
ay_jayy,beauty,0.047,1
vip_imda,beauty,0.05,0
silaeva_life,beauty,0.014,0
miriammorales,beauty,0.035,0
laura_bruj,beauty,0.06,1
charlotte_louise_baker,beauty,0.063,1
dailyfashiiion,beauty,0.023,1
stephdimiskovski,beauty,0.035,1
testeadora,beauty,0.032,0
wesalonrevolution,beauty,0.047,1
twomgovercsquared,beauty,0.06,1
phyllislevine,beauty,0.031,1
thebeautyjunkee,beauty,0.029,1
mikeruizone,beauty,0.028,0
jin112jin,beauty,0.066,0
nadja.loves,beauty,0.056,0
julianneiwj,beauty,0.052,0
spookyfatbabe,beauty,0.029,0
ahh_lexi,beauty,0.06,0
amandatupi,beauty,0.025,1
wavyalter,beauty,0.06,1
reveriechappell,beauty,0.137,0
allthingsbeauty614,beauty,0.046,0
veronnamusic,beauty,0.021,0
ramonarizzo,beauty,0.066,0
lifebytina,beauty,0.058,0
truebeautyisinternal,beauty,0.091,0
carolinecf,beauty,0.061,0
hairsprayandhighheels,beauty,0.051,0
dianadoll,beauty,0.027,0
lindaaos60,beauty,0.053,0
windygirk,beauty,0.062,1
ydelays,beauty,0.041,1
puretosui,beauty,0.057,1
i.am.zoo,beauty,0.028,1
arang.ytb,beauty,0.028,0
takeya_monique,beauty,0.06,0
florennce99,beauty,0.027,1
sarahpatricia_gill,beauty,0.07,0
xclusiveslay,beauty,0.069,0
dany.michalski.official,beauty,0.03,1
aru89,beauty,0.06,1
alissa_adore,beauty,0.045,0
mizzhogan,beauty,0.033,1
ameerabelle,beauty,0.021,1
wenij.j,beauty,0.054,1
nigelstanislaus,beauty,0.021,1
lucikcherry,beauty,0.048,1
arnaumarin,beauty,0.02,0
pippamelody,beauty,0.033,1
petitestyleb,beauty,0.019,0
by_charlie_,beauty,0.023,1
nirvanastudioshollywood,beauty,0.063,0
ingasglam,beauty,0.043,0
lexilemonade,beauty,0.064,0
julia_olsen,beauty,0.119,1
maryymaybe,beauty,0.062,1
verityisthespiceoflife,beauty,0.041,1
annagray_x,beauty,0.044,0
aisha.uk,beauty,0.044,1
thegirlwiththefreckles,beauty,0.056,0
simoneses,beauty,0.059,0
alefabulash,beauty,0.018,1
elitsanikolova,beauty,0.047,1
whittensavannah,beauty,0.023,0
iris_reeves,beauty,0.069,1
queriot_civita,beauty,0.031,0
myblacklight,beauty,0.016,1
o0lullaby0o,beauty,0.023,1
kate_wednesday,beauty,0.05,1
marymakeup84,beauty,0.03,0
danielludibitch,beauty,0.057,0
rubylday,beauty,0.024,0
99johannas,beauty,0.029,0
andrezagoulart,beauty,0.054,1
chi_style,beauty,0.051,1
helloimsaara,beauty,0.033,0
fitgeekgoddess,beauty,0.056,0
_micheleschmidt,beauty,0.042,1
bgorgeousguurrl,beauty,0.023,1
jennybecerraa,beauty,0.052,1
priscillalbrito,beauty,0.041,0
everything_meli,beauty,0.036,1
amberscholl,beauty,0.025,1
glitterforever17,beauty,0.026,0
femme_fae,beauty,0.021,1
verenabarrosoficial,beauty,0.019,1
pixielott,beauty,0.019,0
nandahagenaars,beauty,0.022,1
chelxielive,beauty,0.016,0
ophelia_overdose,beauty,0.059,0
fabuloushannah,beauty,0.02,0
daily.malarina,beauty,0.02,0
_sainte,beauty,0.019,1
fefakuniyoshi,beauty,0.01,1
fitchick_nextdoor,beauty,0.036,1
_tessfinley_,beauty,0.037,1
pamelahorton13,beauty,0.064,1
jilliee_,beauty,0.042,1
mayavhenry,beauty,0.063,0
fascinate_s,beauty,0.033,1
madalinaaradu,beauty,0.039,0
ser18_,beauty,0.061,1
kellypessoaa,beauty,0.036,1
brandon.suckz,beauty,0.012,1
luisachristie,beauty,0.044,0
allstuffnice,beauty,0.017,0
makeupjea,beauty,0.057,0
missemanuelle,beauty,0.047,1
deboracentonze,beauty,0.029,0
missmayasx,beauty,0.127,0
kalitasilva18,beauty,0.02,1
alldaybunny,beauty,0.027,0
siuyeeng0111,beauty,0.043,1
milkandmake,beauty,0.046,0
thejackway,beauty,0.066,1
sussucarvalho_,beauty,0.064,0
sugar_cat,beauty,0.054,1
prettybreemua,beauty,0.054,0
federika_in_fashionland,beauty,0.059,0
jen.dre,beauty,0.032,1
irinochkakul,beauty,0.069,0
kristellabeauty,beauty,0.05,1
theserottendays,beauty,0.024,0
lindazee9413,beauty,0.041,0
pale.princess.x,beauty,0.069,0
realtgallagher,beauty,0.019,0
sjy8353,beauty,0.059,0
lifeshehas,beauty,0.032,0
morenabaccarin,beauty,0.064,0
c.cola_,beauty,0.028,0
jjj_sso,beauty,0.077,1
twitchtvraejayy,beauty,0.04,1
elliemaeford,beauty,0.061,0
eitanathalya,beauty,0.032,1
lexiilynn21,beauty,0.033,0
ispeakashley_,beauty,0.048,1
jessicasulecki,beauty,0.015,1
toreytomsovic,beauty,0.034,1
mariandeassis,beauty,0.061,1
lizandrialmanzar,beauty,0.023,1
brumoreira.17,beauty,0.032,0
crystalspinelli,beauty,0.037,1
missmv.maria,beauty,0.05,1
nadinebaggott,beauty,0.067,1
wifelife,beauty,0.063,0
itskarianne,beauty,0.053,1
briggadonis,beauty,0.03,1
beamotta,beauty,0.037,0
vanillatrapsoul,beauty,0.056,0
kawaii_as_ari,beauty,0.022,0
upanddiemagazine,beauty,0.043,0
twinkletwinklelittlestar22,beauty,0.144,1
gahyun.e,beauty,0.044,0
victoria.charlton,beauty,0.076,0
gomarbeautytips,beauty,0.059,1
crystalv__,beauty,0.064,1
mavimejiad,beauty,0.032,0
fannyadelina,beauty,0.038,0
sofiamazur1,beauty,0.063,1
missesmae,beauty,0.025,0
chiaraparisi_,beauty,0.062,0
cheetara_flame,beauty,0.032,1
simplement_marilyne,beauty,0.014,0
monsemedina9,beauty,0.069,1
evameganosova,beauty,0.053,1
yasmeen_beauty,beauty,0.116,0
reshmichandra,beauty,0.049,1
charlotteca88,beauty,0.027,0
amberplaster,beauty,0.035,1
dareinmaree,beauty,0.02,1
aidapersiaa,beauty,0.019,1
castleha_,beauty,0.02,0
mattryanking,beauty,0.04,1
serena_reale,beauty,0.046,0
indigorosee,beauty,0.058,0
victoria_avalor,beauty,0.015,0
alissvlogchannel,beauty,0.05,0
joytaira,beauty,0.061,1
whoorl,beauty,0.027,0
fashionista514,beauty,0.057,1
justyoumagazine,beauty,0.017,0
lelandbobbenyc,beauty,0.038,0
beautysriring,beauty,0.032,0
fi_cavatorta,beauty,0.013,0
elliegracemusic,beauty,0.058,0
michealaxanne,beauty,0.065,1
ozgully_x,beauty,0.026,0
kitty_madison,beauty,0.026,1
